wc_match_id,event_slug,market_type,question,condition_id,yes_token,market_open,kickoff_utc,closed_time,resolved_yes,volume_usd
28,fifwc-ecu-kor-2026-06-20,home,Will Ecuador win on 2026-06-20?,0xa90ce8b69a218dced329076162df3b79f99596d1dc71d93bd30a64a2c8b6ba3e,7079595983448256774998692261246256964535880004732387005017898482275441988994,2026-04-06T22:35:58.695764Z,2026-06-21T00:00:00Z,2026-06-21 02:08:20+00,0,7118457.521967039
28,fifwc-ecu-kor-2026-06-20,draw,Will Ecuador vs. Curaçao end in a draw?,0xa6cd933c6cc3487b1a8505ecfad35d38428cbc9e3df01cc81fa10219b8724d25,76080209269268194960994324761022940023118517246399247746844169234710576675814,2026-04-06T22:36:02.726018Z,2026-06-21T00:00:00Z,2026-06-21 02:11:16+00,1,3523054.3337200154
28,fifwc-ecu-kor-2026-06-20,away,Will Curaçao win on 2026-06-20?,0x9e030ad2c9ecc0037a1056f1641d913bddd5c7b26c100267fb8b22a4fb64936e,22922754856620040574706795332414925251832240378503831196222537952159137725220,2026-04-06T22:36:08.66984Z,2026-06-21T00:00:00Z,2026-06-21 02:08:20+00,0,7574775.76100501
29,fifwc-kor-civ-2026-06-25,home,Will Curaçao win on 2026-06-25?,0x5f4340be34f9f45e76f28390111c349b343b6072a0953101fb78ec98e1ad3e90,19148172802481517881692352905829372357755800754194043495831127988905408662349,2026-04-06T22:49:02.648301Z,2026-06-25T20:00:00Z,2026-06-25 22:09:35+00,0,2778359.8264029967
29,fifwc-kor-civ-2026-06-25,draw,Will Curaçao vs. Côte d'Ivoire end in a draw?,0x9a07caaff2c446ef13f2ef28c15e788cbf52be21aec37178aa26927952fb32f4,100613082629822213553264871806294534405119465896030760287440778049574323720676,2026-04-06T22:49:10.589986Z,2026-06-25T20:00:00Z,2026-06-25 22:08:53+00,0,1137005.5362000018
29,fifwc-kor-civ-2026-06-25,away,Will Côte d'Ivoire win on 2026-06-25?,0x8ca66a3012273cbadf1339f2b3c53cbeaf977d61a2f3f97495fd056afc0691f8,112165227742342790816614520312092947420861337398279265432656445292580690894446,2026-04-06T22:49:20.738807Z,2026-06-25T20:00:00Z,2026-06-25 22:12:53+00,1,2577798.6223319895
30,fifwc-ecu-ger-2026-06-25,home,Will Ecuador win on 2026-06-25?,0x44e25f753ae47dbdf2705d35e0a45db24d3a1b2996b82a1350ade2c7e92c4f93,14621976022388339155866443939403907158807725281606484508612016632018100973573,2026-04-06T22:47:43.408987Z,2026-06-25T20:00:00Z,2026-06-25 22:16:04+00,1,10670888.380003048
30,fifwc-ecu-ger-2026-06-25,draw,Will Ecuador vs. Germany end in a draw?,0x6257ac3bdd0b512bd6470c21d5dc99ed12ef42b5fd9ad6078fad24d351ebda5c,9059650700126795019827485089957938050581213031053374092199507389736394347163,2026-04-06T22:47:47.484662Z,2026-06-25T20:00:00Z,2026-06-25 22:12:34+00,0,3596428.703326012
30,fifwc-ecu-ger-2026-06-25,away,Will Germany win on 2026-06-25?,0xe690620297dfea974d20df84b4cf90460e46a26ec864353482717b90509a3c0b,101279272797775203956659007084828831261331275405585994446661991301016814257223,2026-04-06T22:47:53.324839Z,2026-06-25T20:00:00Z,2026-06-25 22:13:55+00,0,25829443.2331225
31,fifwc-nld-jpn-2026-06-14,home,Will Netherlands win on 2026-06-14?,0x2153377bdb8920a0d3227e9a2a68ddb9a001025918b695fe55f66677836e62c6,46118045327286643463479614908512136607324773588723756546332480247027286666715,2026-04-06T22:42:41.256305Z,2026-06-14T20:00:00Z,2026-06-15 00:22:16+00,0,19893698.639120743
31,fifwc-nld-jpn-2026-06-14,draw,Will Netherlands vs. Japan end in a draw?,0x6bb8b2483eccb8fcae84cd42fd7d8e5e394689e0a06f95b189a77b4819cf0173,45105978043736940399020460688923720821814878879331783138334562105702459648812,2026-04-06T22:42:44.416412Z,2026-06-14T20:00:00Z,2026-06-15 00:29:57+00,1,2875360.622415916
31,fifwc-nld-jpn-2026-06-14,away,Will Japan win on 2026-06-14?,0x51fc7cfdaee135d6d0bed053e5fcd3652954414d9b9f4eef5dce2e9ea717f161,51849195089345361433940393336005306019563641384117823557920274041538875387918,2026-04-06T22:42:50.396364Z,2026-06-14T20:00:00Z,2026-06-15 00:22:16+00,0,5643878.178089969
32,fifwc-swe-tun-2026-06-14,home,Will Sweden win on 2026-06-14?,0xc6f7e4a015ec643eb49c749da19553a2257add76278a252805a12dfa85103269,77891685052397355147816140430897431230743681776824155461036740561521945442239,2026-04-06T22:23:41.135882Z,2026-06-15T02:00:00Z,2026-06-15 06:26:27+00,1,18760216.76957973
32,fifwc-swe-tun-2026-06-14,draw,Will Sweden vs. Tunisia end in a draw?,0x11e4780f48d73417a4863618e288e78c8848e2ef4f744dca4cabdff154af5e3c,59191041992708759461556734329410471789809724249248263993334423672893905512717,2026-04-06T22:23:42.957156Z,2026-06-15T02:00:00Z,2026-06-15 05:58:57+00,0,962086.722304998
32,fifwc-swe-tun-2026-06-14,away,Will Tunisia win on 2026-06-14?,0xb5e6e5829c986107aebc5b4b18429b007a813f2b5ca860993020f27ef9f0e080,83899205056028320634506792090435502639229370708908873019388029731945043477417,2026-04-06T22:23:46.714259Z,2026-06-15T02:00:00Z,2026-06-15 05:58:57+00,0,2120638.706540993
33,fifwc-nld-swe-2026-06-20,home,Will Netherlands win on 2026-06-20?,0xde92d563a6d742a4750c8c83a9c490ee5b02bd5d972a1765ab41c0f9095ef6c0,81043398291360463170235957547610256181022662944963722274721633505163503937838,2026-04-06T22:46:09.675871Z,2026-06-20T17:00:00Z,2026-06-20 19:16:05+00,1,14904080.953970106
33,fifwc-nld-swe-2026-06-20,draw,Will Netherlands vs. Sweden end in a draw?,0x28c19c840bd010dc279a8f14a417a9389c18801b271b407d7634425e8305de0b,76430088308493460494891335845203272510723451292248221729565378437032576762940,2026-04-06T22:46:13.679656Z,2026-06-20T17:00:00Z,2026-06-20 19:09:05+00,0,3295588.2991540185
33,fifwc-nld-swe-2026-06-20,away,Will Sweden win on 2026-06-20?,0xfd2cd91be3b1215099cea2512b3c98c3e2da290064dfc0ca815d4e315fb6fdf9,40679081595356904709519473256184794013741938720159613262750624703767617499056,2026-04-06T22:46:21.874211Z,2026-06-20T17:00:00Z,2026-06-20 19:14:25+00,0,4168017.2895409954
34,fifwc-tun-jpn-2026-06-21,home,Will Tunisia win on 2026-06-21?,0x4c848328019296227bc205bb575cde555ed13f6fe5159e3f72636b4afd79dccd,62516949205730668430138255140150438665483187962069999240136080804116109915287,2026-04-06T22:40:43.476465Z,2026-06-21T04:00:00Z,2026-06-21 06:09:52+00,0,3609728.4661369794
34,fifwc-tun-jpn-2026-06-21,draw,Will Tunisia vs. Japan end in a draw?,0x264e6793ab225b8fd861f13934ee8a826a864116e1dd727b38a65e2f7cd3f67c,50275383633644719253389412495747849486228904621414058936414415835809185820411,2026-04-06T22:40:48.528064Z,2026-06-21T04:00:00Z,2026-06-21 06:09:52+00,0,4276544.923524966
34,fifwc-tun-jpn-2026-06-21,away,Will Japan win on 2026-06-21?,0x051e0ea5b3c394114eacf8ce5e944ca63cbb6ccdef1d086cadc5dd129a3804e6,91234906493805354217250440222911012200186057450151286874925972448339630680686,2026-04-06T22:40:58.48842Z,2026-06-21T04:00:00Z,2026-06-21 06:15:40+00,1,14280617.889725218
35,fifwc-jpn-swe-2026-06-25,home,Will Japan win on 2026-06-25?,0xe1bd581c13be7103749ca1a64d21230ed6693a162fc057d81e3d1e9237fc81f8,101491499269793539765890729500440478078979559571972876836355209033272846559170,2026-04-06T22:26:39.091486Z,2026-06-25T23:00:00Z,2026-06-26 01:10:41+00,0,29397547.75841289
35,fifwc-jpn-swe-2026-06-25,draw,Will Japan vs. Sweden end in a draw?,0x9e9014ddc6e6386e9bbd6bb8e6bd0049094ebaa3fa2eabf51055b2439c08a075,103921367649237605886104535173979078531662655072769163320410011491550422861515,2026-04-06T22:26:44.279088Z,2026-06-25T23:00:00Z,2026-06-26 01:13:08+00,1,3482642.8786989795
35,fifwc-jpn-swe-2026-06-25,away,Will Sweden win on 2026-06-25?,0x8f0238f109028445232328dce2ff342cb92207a4e9e0e0dda195f1644655b2ab,12789581828610654936852030631608949195058761081844775016106587060501098784149,2026-04-06T22:26:50.402566Z,2026-06-25T23:00:00Z,2026-06-26 01:10:41+00,0,6850997.483982988
36,fifwc-tun-nld-2026-06-25,home,Will Tunisia win on 2026-06-25?,0xbb8523862374b3edc90cb813b125bd30e8e27030be53fcf40d1f76152339f8d0,98721981590572841910847700506915134910696602397328529619763154982886944471014,2026-04-06T22:54:09.122412Z,2026-06-25T23:00:00Z,2026-06-26 01:08:34+00,0,2607950.2909990023
36,fifwc-tun-nld-2026-06-25,draw,Will Tunisia vs. Netherlands end in a draw?,0x964314cfa3bbe2b74e99f1973135a7678ba86ad048116b1a9846a9fa8cde646f,26955252857582298749666469746136063544098108020808079857285492441529135677527,2026-04-06T22:54:09.375191Z,2026-06-25T23:00:00Z,2026-06-26 01:07:56+00,0,1911479.3279140068
36,fifwc-tun-nld-2026-06-25,away,Will Netherlands win on 2026-06-25?,0xa3150402afe114c762bcd2e5581dc4d0fe93560718640d8d490e0497350de5ad,28763246044322995220208532073700111687599343514604674596345286876678085708461,2026-04-06T22:54:14.675186Z,2026-06-25T23:00:00Z,2026-06-26 01:10:38+00,1,5644282.856533998
37,fifwc-bel-egy-2026-06-15,home,Will Belgium win on 2026-06-15?,0x3ceb5b631318be5000758200590efe2b308a581d6787c3e7bc050bfd8f627627,5699266164849713169703648234886411053444418385408086203990916861286572010447,2026-04-06T22:30:42.882409Z,2026-06-15T19:00:00Z,2026-06-16 01:53:27+00,0,29529221.83360376
37,fifwc-bel-egy-2026-06-15,draw,Will Belgium vs. Egypt end in a draw?,0x36f93dcdb75e18f9dd7f4bd4f976dd901562e6f779a86c8ac847f154e37e69d2,11945055302217621784910045410746746975726300882345977028546086393834748493487,2026-04-06T22:30:48.747961Z,2026-06-15T19:00:00Z,2026-06-16 08:35:27+00,1,2943889.937848106
37,fifwc-bel-egy-2026-06-15,away,Will Egypt win on 2026-06-15?,0x3f9bec31cf8e8550470626fbd15382e20a18e46af27358cad575a5ef5bf660de,71175597030142754954710752283935666239163672397586595724135510152247112429550,2026-04-06T22:30:55.682211Z,2026-06-15T19:00:00Z,2026-06-15 23:00:27+00,0,3524148.3798859413
38,fifwc-irn-nzl-2026-06-15,home,Will IR Iran win on 2026-06-15?,0xe70fd51f42e61fc309d8e57019a7b76c8dc7bd19b473351d56ff1e125ae0d9d4,98258440478094610167729510800284333090952142769785486649204893493792445830714,2026-04-06T22:35:36.542213Z,2026-06-16T01:00:00Z,2026-06-16 03:22:16+00,0,26085380.534743734
38,fifwc-irn-nzl-2026-06-15,draw,Will IR Iran vs. New Zealand end in a draw?,0xcd05a73f2ddf6c07340b4f1c6c853c4754b2f4428045fec1b295c192e399e563,81680331983186046997381955280648457847630354885398475637844800869325464253779,2026-04-06T22:35:40.479633Z,2026-06-16T01:00:00Z,2026-06-16 03:30:27+00,1,3425748.3906150074
38,fifwc-irn-nzl-2026-06-15,away,Will New Zealand win on 2026-06-15?,0x4d32282db59ec449edbc191b4b487b7f8218c07d6f94b0c01e2e7ddf6964c26d,55137687241393541361565001012865874102902217097342494894791514463933071353645,2026-04-06T22:35:49.432356Z,2026-06-16T01:00:00Z,2026-06-16 03:15:15+00,0,3238975.206079981
39,fifwc-bel-irn-2026-06-21,home,Will Belgium win on 2026-06-21?,0xebb200cb08bbe89c2523a345947d083a992e27cc479cf1b5568407751e026d2c,73247571006255574285385183553023235681702880602976519365262465179094676130340,2026-04-06T22:34:48.631533Z,2026-06-21T19:00:00Z,2026-06-21 21:17:49+00,0,18080948.748315174
39,fifwc-bel-irn-2026-06-21,draw,Will Belgium vs. IR Iran end in a draw?,0x11e878643f63c75e36d58024033ae710c19e696f652fa05ba705ab019402a633,65206879169809471684171181962606426355936771076631263853333189016369249957120,2026-04-06T22:35:03.345339Z,2026-06-21T19:00:00Z,2026-06-21 21:26:34+00,1,3483853.4819819815
39,fifwc-bel-irn-2026-06-21,away,Will IR Iran win on 2026-06-21?,0xc4a229b06046a4a30d9b5cd73fc6364f6b7cdc48efc33bfc6b24a2806aa93f30,107259278816298402654822103861927486042412499982187590917424237525323082866574,2026-04-06T22:35:05.473828Z,2026-06-21T19:00:00Z,2026-06-21 21:17:49+00,0,5451862.159343886
40,fifwc-nzl-egy-2026-06-21,home,Will New Zealand win on 2026-06-21?,0x3a3de929cb6fb7a4eff6aeae1b515895de1e358ed9a2adc24eb04862251d132d,33714788520669769280954321212574588471029548850737990640617719122550413982550,2026-04-06T22:49:53.10865Z,2026-06-22T01:00:00Z,2026-06-22 03:12:34+00,0,5384350.998900879
40,fifwc-nzl-egy-2026-06-21,draw,Will New Zealand vs. Egypt end in a draw?,0x0f8de21a80996a54ced1327cbf4e0702d417e1f49ec6ebe267bc5664c7f36d90,106573441938278169951840270152617513270375496735835936558802812191575117517631,2026-04-06T22:49:59.103514Z,2026-06-22T01:00:00Z,2026-06-22 03:12:34+00,0,3226561.354313058
40,fifwc-nzl-egy-2026-06-21,away,Will Egypt win on 2026-06-21?,0x16c981b47490212bbb7d70edcccc419a84ff5771bc85c1b7abae37128975953e,13689393741027779813840434297856122590360803048059505899834082936957632248186,2026-04-06T22:50:05.508475Z,2026-06-22T01:00:00Z,2026-06-22 03:18:16+00,1,16909396.870261263
41,fifwc-egy-irn-2026-06-26,home,Will Egypt win on 2026-06-26?,0x9623b379f3e25ffa6206f8bc7aedeecd67580944645151350e06cb3efd95c090,75595072506593093609125758283657089382220899252356081539276899905086401333602,2026-04-06T22:55:48.40433Z,2026-06-27T03:00:00Z,2026-06-27 05:21:25+00,0,9220844.175980058
41,fifwc-egy-irn-2026-06-26,draw,Will Egypt vs. IR Iran end in a draw?,0x2afe86f96be81a0d89ed776bedbd52d1c75bc47b49e6f0f791ddd009f52faf23,78120279705291218158294867165496451864789831831028096964508511026890389826312,2026-04-06T22:55:56.352036Z,2026-06-27T03:00:00Z,2026-06-27 05:31:49+00,1,4303891.066114962
41,fifwc-egy-irn-2026-06-26,away,Will IR Iran win on 2026-06-26?,0x3984132d5d0c5be60bc0ad1dff63e44197b5f39a6135329490a0a75c0a372f06,34787355244902293604560127433609469815330269379035336530397136777594424715528,2026-04-06T22:56:05.202917Z,2026-06-27T03:00:00Z,2026-06-27 05:21:25+00,0,4091220.4654709804
42,fifwc-nzl-bel-2026-06-26,home,Will New Zealand win on 2026-06-26?,0x6c3c1eb9055cf4ff809b8d4f26a8ef56e11e17c184da687353927de474615746,51519876214140449660166550584440656906007152566889523395451234960389805633766,2026-04-06T22:44:47.677608Z,2026-06-27T03:00:00Z,2026-06-27 05:13:41+00,0,2597175.4904569974
42,fifwc-nzl-bel-2026-06-26,draw,Will New Zealand vs. Belgium end in a draw?,0xf6fe0dfcb5be2f8e961972059e42700713164673bc7463a28d029602b5e3df18,62409843405324454061803814330319520418244336052868125219110920850254110405657,2026-04-06T22:44:53.674046Z,2026-06-27T03:00:00Z,2026-06-27 05:13:41+00,0,900133.6356700006
42,fifwc-nzl-bel-2026-06-26,away,Will Belgium win on 2026-06-26?,0xd01a16e5adf6934d12c7a0e9875332356f74289ae6652a57aacb853e252fbbf4,56919576321692543804120333477806892227587677219602902701553511079254437421526,2026-04-06T22:45:01.786294Z,2026-06-27T03:00:00Z,2026-06-27 05:25:49+00,1,3748999.8240780137
43,fifwc-esp-cvi-2026-06-15,home,Will Spain win on 2026-06-15?,0xa5501b4dc0c99c382b1c2871ad9141c7f58509a0f962f70a38bb6566ec570049,3612393435281522540359979834655761894598376313180591710384535406994913064931,2026-04-06T22:26:16.976208Z,2026-06-15T16:00:00Z,2026-06-15 19:58:27+00,0,21209383.43092772
43,fifwc-esp-cvi-2026-06-15,draw,Will Spain vs. Cabo Verde end in a draw?,0xc34b198e91f197098da3f782c066328e199a6342e6798753de2bfa9ae568ae93,83072215710101175871081563765894926731657038656927257285040774204247563097609,2026-04-06T22:26:21.122073Z,2026-06-15T16:00:00Z,2026-06-15 20:24:57+00,1,4400220.152896995
43,fifwc-esp-cvi-2026-06-15,away,Will Cabo Verde win on 2026-06-15?,0xf29e8ca118bc47e9d5d162191382c8700213730e6f5959d69b006c64e16685a8,85135836978485179530031184162395126176783303519695757365796392230161124240788,2026-04-06T22:26:27.074192Z,2026-06-15T16:00:00Z,2026-06-15 19:58:27+00,0,6908118.161684922
44,fifwc-ksa-ury-2026-06-15,home,Will Saudi Arabia win on 2026-06-15?,0xaec9b992e0d877c321c7789af5d6fb64ad5e339714fb1000e1e97bf14159ea1a,108315368637387262892957153811435904912510274825529229627147648105187493645849,2026-04-06T22:39:39.247001Z,2026-06-15T22:00:00Z,2026-06-16 02:06:57+00,0,4500045.903108995
44,fifwc-ksa-ury-2026-06-15,draw,Will Saudi Arabia vs. Uruguay end in a draw?,0x344327632a0ab1c28b40003f14bfe75cb7d5bd65c58b4e34199cfc17a77104fe,6109686258397883114797998126787263049884408157800816627628909717221408645880,2026-04-06T22:39:41.331937Z,2026-06-15T22:00:00Z,2026-06-16 02:06:57+00,1,6879447.553631104
44,fifwc-ksa-ury-2026-06-15,away,Will Uruguay win on 2026-06-15?,0xbc54d73527785bdc7b443cfdf3b0d59558c5ac2bbffca23425ecfbd161b07317,67375566273017733280418349633635206252639538869301457434188127341791609355341,2026-04-06T22:39:49.232611Z,2026-06-15T22:00:00Z,2026-06-16 02:06:57+00,0,14400179.897012625
45,fifwc-esp-ksa-2026-06-21,home,Will Spain win on 2026-06-21?,0x2fcf3968f5feff8c544b1be614f1c7aed22f5051949478bc0b39f9e966cab02a,73510205866448375978164321647457824822309414197359016110940718743916953674850,2026-04-06T22:56:11.195123Z,2026-06-21T16:00:00Z,2026-06-21 18:28:14+00,1,6493710.889971014
45,fifwc-esp-ksa-2026-06-21,draw,Will Spain vs. Saudi Arabia end in a draw?,0x55aa84891f31cedeaef953dfabbb56214ed9549f2ca3ddfe10d395bc58def557,82898292053233796019218455463083153847413990945759207495147091875359141826965,2026-04-06T22:56:18.447887Z,2026-06-21T16:00:00Z,2026-06-21 18:22:05+00,0,2771732.285146005
45,fifwc-esp-ksa-2026-06-21,away,Will Saudi Arabia win on 2026-06-21?,0x3abd1b7cf1488504d51a36c1e3f944597dfe6e0545a6fd34ef3d4a3746f90e59,34595222436901694034568466087145334098073564547697700427928775408006876228602,2026-04-06T22:56:24.503874Z,2026-06-21T16:00:00Z,2026-06-21 18:22:49+00,0,5114676.39462402
46,fifwc-ury-cvi-2026-06-21,home,Will Uruguay win on 2026-06-21?,0x08d56195e88cedb87eeff396bd35e8b67d031e586169b3bc937b3095b3cdfe43,115744004241615826068373834065815885045802138463705964527622590795637356148787,2026-04-06T22:54:29.030304Z,2026-06-21T22:00:00Z,2026-06-22 00:16:10+00,0,12174216.258805264
46,fifwc-ury-cvi-2026-06-21,draw,Will Uruguay vs. Cabo Verde end in a draw?,0x2d8a8c670430061537dd6cb60c0fee0d0e0a4a3430fd00fcb390301f53e7b4d9,67002593218190822532665099166898408129313819429898582664969051678894195427511,2026-04-06T22:54:34.905323Z,2026-06-21T22:00:00Z,2026-06-22 00:30:32+00,1,5111989.560911966
46,fifwc-ury-cvi-2026-06-21,away,Will Cabo Verde win on 2026-06-21?,0x21454470816337a6dadbea2140070a57ec40146b8e65bba2fbf8e4216ea6f0a1,92373800853975207163715439849233105963580357686874848773967900936113195244769,2026-04-06T22:54:46.726873Z,2026-06-21T22:00:00Z,2026-06-22 00:16:10+00,0,6128822.795865936
47,fifwc-cvi-ksa-2026-06-26,home,Will Cabo Verde win on 2026-06-26?,0xe949e3949780dfce68fc24136bb3f79e5e1ad94d0001079ee26f6b474d77d355,102982370594795926465551165513338503688720151395360838811850524398055739613847,2026-04-06T22:50:45.114369Z,2026-06-27T00:00:00Z,2026-06-27 02:14:13+00,0,7139473.054070085
47,fifwc-cvi-ksa-2026-06-26,draw,Will Cabo Verde vs. Saudi Arabia end in a draw?,0x187651dbb617ad61b8c3342a4a61996273a6a206ff36405c37c5cf029c2f96bb,26569990508696410491447892272390543392383885606267392357555942494960533615950,2026-04-06T22:50:49.300204Z,2026-06-27T00:00:00Z,2026-06-27 02:26:20+00,1,1675934.8331419884
47,fifwc-cvi-ksa-2026-06-26,away,Will Saudi Arabia win on 2026-06-26?,0xff3744285965810d599d4ac7037760134c349eab25c289c14ba2523320debda7,13230917211575471424029299482277772949555090343730463577580317503550035691955,2026-04-06T22:51:00.364946Z,2026-06-27T00:00:00Z,2026-06-27 02:14:13+00,0,5599111.1402160125
48,fifwc-ury-esp-2026-06-26,home,Will Uruguay win on 2026-06-26?,0x61b80a4a7a325eba229ccfa35aaef9cf5879a4ad38bee2fef49a0359d823d9ca,19006898597508386281847912902191120242282582317334085817745325501448261696961,2026-04-06T22:35:13.529057Z,2026-06-27T00:00:00Z,2026-06-27 02:16:11+00,0,3370100.0436730413
48,fifwc-ury-esp-2026-06-26,draw,Will Uruguay vs. Spain end in a draw?,0xd0fa27da024261ba5edb5e9eda33651a224fb5a2137d3c9e73b216109b12dd79,31752155862447409149067389255977203243895111018202743434902043543164266789354,2026-04-06T22:35:21.578523Z,2026-06-27T00:00:00Z,2026-06-27 02:17:43+00,0,4041617.8082980243
48,fifwc-ury-esp-2026-06-26,away,Will Spain win on 2026-06-26?,0xe322faca2a534900680db54e3a4349a61427d347b6f906d2eeb01f81ae1b082c,21212784061998732060753310583727616688784929823373352237868078199791664491531,2026-04-06T22:35:26.395316Z,2026-06-27T00:00:00Z,2026-06-27 02:27:19+00,1,21107566.788395956
49,fifwc-fra-sen-2026-06-16,home,Will France win on 2026-06-16?,0x04b6d6630d49e6513355ff045c96439c929335cb0d18da7792dea6c2fc717ead,10541943766977992250149902475024620982770128161688998706490955791758263657916,2026-04-06T22:28:29.089857Z,2026-06-16T19:00:00Z,2026-06-16 21:30:17+00,1,19987092.112487588
49,fifwc-fra-sen-2026-06-16,draw,Will France vs. Senegal end in a draw?,0xbd175757f12ecc85b7aae7f1f35c8637e350227dd2967abd6e1373e245c51f49,1558773458881829509791065143596154799682035256543521797575065685839455307034,2026-04-06T22:28:36.926876Z,2026-06-16T19:00:00Z,2026-06-16 21:17:13.641384+00,0,2784802.953903013
49,fifwc-fra-sen-2026-06-16,away,Will Senegal win on 2026-06-16?,0xc5c075c77d2b8a98606097f5e42c3e907a66debf4a4058131dc0160235fa8fed,68110647781535190797837703927589470479832774174814667833732459898847586979826,2026-04-06T22:28:40.963872Z,2026-06-16T19:00:00Z,2026-06-16 21:17:13.646356+00,0,6158854.936832067
50,fifwc-irq-nor-2026-06-16,home,Will Iraq win on 2026-06-16?,0xd986b03674d1e1bf54b9cf25448c667452975dc068ac12e36a0b23cf96cd1795,73942127055672070093762091576846712862472894975200730653926386031270714825841,2026-04-06T22:38:57.103881Z,2026-06-16T22:00:00Z,2026-06-17 00:12:50+00,0,5204063.9892220115
50,fifwc-irq-nor-2026-06-16,draw,Will Iraq vs. Norway end in a draw?,0x947996d016c91c138f34eb5ebf0a67a27af1254fb93e603e48889c2f178ddd0a,33611416347839198763745720789541666193855030736143138228415524192683636379208,2026-04-06T22:39:11.319537Z,2026-06-16T22:00:00Z,2026-06-17 00:12:49+00,0,2845827.8603959205
50,fifwc-irq-nor-2026-06-16,away,Will Norway win on 2026-06-16?,0xcee0d9074a1f8766b4f66d806608a4097d027c94f85de367410fbbb166a29424,60561627760165737508115128719081450929284195423420376549887420810076954490283,2026-04-06T22:39:09.125674Z,2026-06-16T22:00:00Z,2026-06-17 00:16:46+00,1,6508340.420720124
51,fifwc-fra-irq-2026-06-22,home,Will France win on 2026-06-22?,0xe2c2cba80ca7e745aef3ff3c3a359db4d862f2b0ea40a9821bb137bb9e31b40f,33487993003158194673584478096137518804695909934938955095498705571367038286718,2026-04-06T22:37:01.118515Z,2026-06-22T21:00:00Z,2026-06-23 01:06:17+00,1,9191826.131226048
51,fifwc-fra-irq-2026-06-22,draw,Will France vs. Iraq end in a draw?,0x1a319ce803f4e711b25af81a1d8bfb59c5cc6e5ef09ac046fc65e652c98e714e,39089612180122602052604481401475144070730204978096939222616905288374331154272,2026-04-06T22:37:07.284011Z,2026-06-22T21:00:00Z,2026-06-23 01:00:17+00,0,2362491.127348997
51,fifwc-fra-irq-2026-06-22,away,Will Iraq win on 2026-06-22?,0x4882b26f86a381553f8b5742e99c615a2ef95599c64feacba3fb826d18e745aa,76510222428165877597575721449543571541796482738486080354541430902498097062984,2026-04-06T22:37:20.927141Z,2026-06-22T21:00:00Z,2026-06-23 01:00:17+00,0,4850698.2012239825
52,fifwc-nor-sen-2026-06-22,home,Will Norway win on 2026-06-22?,0x9814196ae917e1c962ce23612be50554586828a996b06c800d502a137001bc25,87342664839192211473271920800753463563092786516324349723605782526214890691197,2026-04-06T22:34:26.592633Z,2026-06-23T00:00:00Z,2026-06-23 02:14:16+00,1,22598452.18195877
52,fifwc-nor-sen-2026-06-22,draw,Will Norway vs. Senegal end in a draw?,0x7e88fd883e66a95417ac88e33876c14479a06e7aaae4c23494233622e2ee0467,12958252976539629930654162912931008487270492230310027375150666031145896793768,2026-04-06T22:34:36.585649Z,2026-06-23T00:00:00Z,2026-06-23 02:12:04+00,0,7906197.816467133
52,fifwc-nor-sen-2026-06-22,away,Will Senegal win on 2026-06-22?,0x6a6255f95ea0e78d9e8d016908e386989e3e92ef5127b56c7234bd5eafbb3dc5,41610575626461486529455331665861057346399083513953711754678027926024708412903,2026-04-06T22:34:40.543743Z,2026-06-23T00:00:00Z,2026-06-23 02:12:04+00,0,7215593.812296025
53,fifwc-nor-fra-2026-06-26,home,Will Norway win on 2026-06-26?,0x057885f5f49261eb41504e24899a88e53cb364ddf95e3c0df5608200feaddff8,13720141007204726132976932163658350553917819242912487119786312240512385978016,2026-04-06T22:41:04.554817Z,2026-06-26T19:00:00Z,2026-06-26 21:11:56+00,0,7258379.48992397
53,fifwc-nor-fra-2026-06-26,draw,Will Norway vs. France end in a draw?,0x0061b1d4b49c44a05365d60389167968baf42f2b1ab99c3d8b80a8554980d9e8,67725404666433555568518066011245937746455974844800713635030484522525394449095,2026-04-06T22:41:14.506307Z,2026-06-26T19:00:00Z,2026-06-26 21:11:56+00,0,2588294.1088259905
53,fifwc-nor-fra-2026-06-26,away,Will France win on 2026-06-26?,0x09620e07d807241bb41e5cf07d42dfd3e08943ee39e5c93ae3890e3b6164822e,24577773509300358817327680170546846259151744300648018180120742538153285610470,2026-04-06T22:41:19.470739Z,2026-06-26T19:00:00Z,2026-06-26 21:19:25+00,1,18919350.29098934
54,fifwc-sen-irq-2026-06-26,home,Will Senegal win on 2026-06-26?,0x0a164e67541bdcd46143a1d6dd768ccd30eca67f68c510ff824bd67e06ef4738,18743217884084451181326534803259386349719190738348996062011676818990905009388,2026-04-06T22:46:25.941422Z,2026-06-26T19:00:00Z,2026-06-26 21:37:49+00,1,2925865.312637003
54,fifwc-sen-irq-2026-06-26,draw,Will Senegal vs. Iraq end in a draw?,0x86160e86690150e60f37bb1fdd7e3b5902b4927b87c4d9c321ed8043d9afcd7c,33076998160231714351902565130026409459762688445353107036154768256214120659381,2026-04-06T22:46:30.350313Z,2026-06-26T19:00:00Z,2026-06-26 21:29:50+00,0,1053261.6135479934
54,fifwc-sen-irq-2026-06-26,away,Will Iraq win on 2026-06-26?,0x09736de43a09191400c25861f599a6c3e8044e0123822d8e30e74e105d9b5e60,42446028394641227058711863003994762636042573921212384468888917154482444605317,2026-04-06T22:46:39.460365Z,2026-06-26T19:00:00Z,2026-06-26 21:19:34+00,0,1900518.2632009997
